routeCode,origin,destination,distanceKm
RT4873,BUD,VCE,570
RT4874,LHR,LTN,45
RT4875,KBP,LED,1052
RT4876,BUR,TIJ,225
RT4877,KBP,SVO,761
RT4878,LHR,LYS,756
RT4879,BOD,DUS,907
RT4880,KRK,OSL,1250
RT4881,SKG,ZAG,806
RT4882,MUC,SJJ,712
RT4883,CDG,NCE,693
RT4884,WAW,LJU,811
RT4885,LIN,TLS,658
RT4886,PRG,AMS,704
RT4887,LJU,LIN,410
RT4888,BRS,STR,902
RT4889,BLQ,LGW,1126
RT4890,SJC,PSP,627
RT4891,BRU,ZRH,483
RT4892,TIA,FRA,1289
RT4893,JFK,CMH,775
RT4894,PRG,SZG,272
RT4895,KRK,NAP,1107
RT4896,EDI,BSL,1191
RT4897,PHX,ONT,521
RT4898,SOF,PRG,1080
RT4899,AMS,CDG,398
RT4900,ATH,TIA,529
RT4901,NAS,RDU,1211
RT4902,SJJ,LYS,1065
RT4903,HGH,CKG,1328
RT4904,MAN,OSL,1110
RT4905,DMK,RGN,583
RT4906,OTP,BUD,615
RT4907,STR,NAP,955
RT4908,MAD,MXP,1148
RT4909,FAO,TLS,1078
RT4910,VNO,OSL,1047
RT4911,DUS,RIX,1279
RT4912,ALG,BLQ,1105
RT4913,ZAG,VIE,265
RT4914,CAI,ATH,1107
RT4915,RIX,KBP,861
RT4916,BRS,OPO,1215
RT4917,YVR,SLC,1281
RT4918,STN,FCO,1442
RT4919,MSP,DEN,1092
RT4920,FRA,PRG,406
RT4921,VIE,RTM,964
RT4922,LGW,MAD,1213
RT4923,PRG,NCL,1206
RT4924,BLQ,KRK,887
RT4925,ATH,SOF,531
RT4926,PRG,NAP,1024
RT4927,AUS,ABQ,994
RT4928,NTE,RTM,689
RT4929,KBP,PRG,1181
RT4930,ZAG,BUD,307
RT4931,PRG,ZRH,510
RT4932,DME,KBP,733
RT4933,DUS,BLQ,822
RT4934,PHL,CLT,721
RT4935,BFS,LGW,561
RT4936,VLC,EIN,1405
RT4937,NCL,EIN,616
RT4938,GVA,LHR,753
RT4939,PRG,WAW,521
RT4940,BUD,HEL,1478
RT4941,PKX,CKG,1406
RT4942,RIX,CGN,1286
RT4943,SJJ,HER,1110
RT4944,WAW,MUC,777
RT4945,SGN,BKK,716
RT4946,GYE,BOG,993
RT4947,ABJ,LOS,814
RT4948,JNB,HRE,958
RT4949,FOC,SZX,697
RT4950,HAM,MUC,600
RT4951,LAS,ABQ,781
RT4952,BOD,ZAG,1314
RT4953,BHX,LYS,897
RT4954,ARN,AMS,1151
RT4955,OTP,MSQ,1044
RT4956,NAP,ATH,891
RT4957,TLS,STN,921
RT4958,BRS,PMI,1381
RT4959,TIA,LJU,681
RT4960,UPG,CGK,1432
RT4961,BAH,MCT,826
RT4962,MRS,DUS,881
RT4963,ZRH,CDG,477
RT4964,RIX,KRK,809
RT4965,EDI,TXL,1141
RT4966,PRG,VNO,900
RT4967,SMF,TIJ,801
RT4968,RUH,JED,852
RT4969,OAK,TIJ,747
RT4970,VIE,TLS,1275
RT4971,ONT,SAN,151
RT4972,LHE,KTM,1140
RT4973,STN,LHR,66
RT4974,VCE,MXP,282
RT4975,DUB,STR,1200
RT4976,SZG,OTP,1067
RT4977,CGN,MAD,1418
RT4978,IAD,MSP,1458
RT4979,DMK,SGN,741
RT4980,VIE,MUC,355
RT4981,OPO,PMI,984
RT4982,TLS,MXP,623
RT4983,CPH,VIE,876
RT4984,BFS,MUC,1423
RT4985,GDL,SAT,1114
RT4986,BEG,CDG,1423
RT4987,PBH,KMG,1370
RT4988,CGN,BGY,607
RT4989,CGN,WAW,965
RT4990,XIY,PEK,933
RT4991,BRS,VIE,1428
RT4992,EIN,SJJ,1285
RT4993,VCE,HAM,919
RT4994,ATH,SKP,489
RT4995,XIY,HGH,1192
RT4996,ALC,ZRH,1260
RT4997,MAD,DUB,1451
RT4998,PHX,TIJ,473
RT4999,PDX,GEG,447
RT5000,SEA,RNO,907
RT5001,BRS,OSL,1301
RT5002,BUD,TXL,711
RT5003,TXL,ORY,878
RT5004,NCL,BLQ,1489
RT5005,BOD,ZRH,771
RT5006,NCE,BOD,644
RT5007,NCE,ZRH,434
RT5008,CSX,CTU,936
RT5009,SZG,CDG,783
RT5010,BUD,MRS,1180
RT5011,CMH,LGA,768
RT5012,REP,PNH,235
RT5013,SOF,BUD,619
RT5014,SKP,SOF,167
RT5015,PNH,REP,235
RT5016,MRS,BCN,350
RT5017,SJJ,CTA,758
RT5018,ZAG,HER,1387
RT5019,BEG,BGY,835
RT5020,MRS,RTM,949
RT5021,BRS,MUC,1090
RT5022,LIS,ALG,1109
RT5023,MXP,ZAG,570
RT5024,LHR,GVA,753
RT5025,PRG,LED,1478
RT5026,ZAG,BCN,1229
RT5027,LYS,GLA,1308
RT5028,CVG,PHL,813
RT5029,NCE,NCL,1416
RT5030,LIN,DUS,675
RT5031,SAW,SKG,535
RT5032,ZRH,LIN,230
RT5033,TPA,PIT,1407
RT5034,DUS,NCL,700
RT5035,LIN,BGY,41
RT5036,MCI,BNA,789
RT5037,CMH,YYZ,490
RT5038,MVD,CWB,1225
RT5039,MXP,LHR,935
RT5040,BCN,VCE,951
RT5041,GVA,RTM,647
RT5042,KBP,SZG,1330
RT5043,HAM,NCE,1126
RT5044,LTN,BRU,353
RT5045,LYS,SZG,645
RT5046,RDU,CVG,626
RT5047,VIE,SZG,267
RT5048,ZAG,GVA,770
RT5049,CGO,TPE,1264
RT5050,SAN,SNA,122
RT5051,IST,SZG,1439
RT5052,DUS,LJU,796
RT5053,TXL,BEG,1002
RT5054,MAN,LTN,208
RT5055,CVG,IAD,622
RT5056,LGW,MRS,949
RT5057,PRG,MSQ,1030
RT5058,SAT,ATL,1404
RT5059,PRG,BLQ,657
RT5060,PRG,BGY,597
RT5061,MXP,STR,342
RT5062,TUS,BOI,1354
RT5063,AMS,LJU,974
RT5064,KRK,SZG,556
RT5065,BOD,BGY,820
RT5066,VNO,DME,807
RT5067,RGN,REP,911
RT5068,RTM,LHR,341
RT5069,LPL,CGN,734
RT5070,WAW,OTP,924
RT5071,BSL,BUD,879
RT5072,LGW,LJU,1203
RT5073,BGY,LIN,41
RT5074,STR,STN,729
RT5075,HER,BUD,1431
RT5076,KRK,DME,1350
RT5077,ZNZ,DAR,72
RT5078,KHH,SZX,671
RT5079,CMH,ORD,474
RT5080,MUC,TLL,1492
RT5081,MIA,MCO,309
RT5082,FAO,BCN,987
RT5083,OTP,FCO,1162
RT5084,LYS,CPH,1220
RT5085,GLA,CGN,946
RT5086,MRS,CDG,652
RT5087,LYS,MXP,283
RT5088,BRU,BHX,462
RT5089,WUH,CTU,981
RT5090,OTP,ZAG,795
RT5091,CGN,VCE,709
RT5092,ZAG,BEG,347
RT5093,BRU,BRS,505
RT5094,SJJ,VIE,495
RT5095,ONT,SFO,585
RT5096,BSL,AMS,560
RT5097,RDU,IAD,361
RT5098,PRG,BRS,1200
RT5099,SZG,EIN,683
RT5100,BER,BGY,793
RT5101,ZRH,STN,774
RT5102,VVO,NRT,1098
RT5103,LTN,MAD,1288
RT5104,CMN,OPO,880
RT5105,FCO,ALG,961
RT5106,GLA,HAM,956
RT5107,BKK,KMG,1289
RT5108,SOF,TIA,336
RT5109,AMS,NAP,1461
RT5110,PMI,ALC,318
RT5111,MRS,FRA,777
RT5112,SZG,SKP,938
RT5113,DVO,MNL,963
RT5114,VIE,BUD,214
RT5115,MCO,CUN,995
RT5116,SOF,SKP,167
RT5117,VIE,HEL,1460
RT5118,BGY,ATH,1457
RT5119,MSQ,WAW,509
RT5120,MPM,HRE,901
RT5121,RUH,KWI,491
RT5122,GLA,CPH,1067
RT5123,BEG,BLQ,713
RT5124,BUR,SFO,524
RT5125,KOA,OGG,135
RT5126,KRK,ORY,1266
RT5127,CDG,DUS,393
RT5128,FRA,FCO,958
RT5129,XIY,SHA,1229
RT5130,BUD,CPH,1016
RT5131,MVD,ASU,1076
RT5132,CWB,BSB,1082
RT5133,BFS,BOD,1161
RT5134,WAW,SKP,1135
RT5135,PRG,STN,999
RT5136,BWN,DVO,1209
RT5137,LYS,BCN,548
RT5138,IAD,LGA,366
RT5139,OPO,LGW,1279
RT5140,BGY,ALC,1179
RT5141,CGN,FRA,136
RT5142,BEY,RUH,1464
RT5143,JNB,CPT,1271
RT5144,CGN,EIN,139
RT5145,FAO,OPO,474
RT5146,SJJ,SAW,957
RT5147,BOS,EWR,322
RT5148,LGW,MAN,283
RT5149,TXL,MXP,838
RT5150,CLT,ATL,364
RT5151,RTM,LJU,967
RT5152,AGP,LYS,1284
RT5153,CPH,ZAG,1123
RT5154,NAP,BUD,828
RT5155,DAC,RGN,975
RT5156,TLL,BUD,1380
RT5157,CPH,MRS,1455
RT5158,LYS,ALC,949
RT5159,NAP,SKG,732
RT5160,BOD,BHX,851
RT5161,BSL,LHR,719
RT5162,KBP,HAM,1471
RT5163,ZAG,SOF,675
RT5164,FCO,RTM,1273
RT5165,WAW,BGY,1092
RT5166,OTP,SZG,1067
RT5167,IST,MSQ,1402
RT5168,TPE,GMP,1483
RT5169,LIN,CGN,623
RT5170,WAW,VIE,548
RT5171,MRS,TXL,1177
RT5172,MSP,ATL,1459
RT5173,PVG,SHA,45
RT5174,ZAG,OTP,795
RT5175,BRU,BSL,429
RT5176,HRE,DUR,1299
RT5177,SKP,KBP,1172
RT5178,SKP,BLQ,884
RT5179,MRS,NCE,163
RT5180,FCO,BOD,1099
RT5181,CDG,MAN,588
RT5182,VCE,SJJ,508
RT5183,RNO,SJC,303
RT5184,MXP,CDG,598
RT5185,OSL,EIN,1035
RT5186,STR,KRK,779
RT5187,VIE,BRS,1428
RT5188,KBP,SOF,1024
RT5189,MCO,MSY,885
RT5190,MRS,BHX,1127
RT5191,RIX,OTP,1381
RT5192,VNO,BSL,1459
RT5193,BLQ,STN,1154
RT5194,SOF,VCE,935
RT5195,FCO,GVA,695
RT5196,FRA,OSL,1140
RT5197,CGN,EDI,895
RT5198,SMF,ONT,627
RT5199,KMG,KWL,715
RT5200,TLS,BHX,1007
RT5201,BEG,BER,976
RT5202,KBP,CPH,1349
RT5203,EVN,AMM,1202
RT5204,EVN,TBS,175
RT5205,MUC,TXL,479
RT5206,GVA,VCE,490
RT5207,MXP,MAD,1148
RT5208,UPG,SUB,791
RT5209,TLL,PRG,1234
RT5210,STL,DFW,885
RT5211,CGN,BER,469
RT5212,DUS,LHR,501
RT5213,BEG,TXL,1002
RT5214,KHI,MCT,911
RT5215,BLQ,BGY,177
RT5216,REP,VTE,526
RT5217,ZRH,MAD,1238
RT5218,SAW,EVN,1276
RT5219,OTP,BEG,457
RT5220,LJU,SZG,206
RT5221,NCE,LTN,1073
RT5222,SAN,SFO,719
RT5223,ARN,SVO,1219
RT5224,BRU,BCN,1083
RT5225,KMG,CSX,1078
RT5226,PRG,BFS,1472
RT5227,WUH,ICN,1346
RT5228,HAM,MRS,1186
RT5229,ORY,ZRH,480
RT5230,MSP,IND,808
RT5231,SOF,KBP,1024
RT5232,MUC,NAP,853
RT5233,STN,MRS,1010
RT5234,ARN,MAN,1415
RT5235,LTN,BFS,496
RT5236,SJJ,TIA,291
RT5237,PRG,VIE,277
RT5238,FCO,WAW,1327
RT5239,SAW,BEG,852
RT5240,LPL,MUC,1164
RT5241,WAW,TLL,840
RT5242,GVA,BGY,284
RT5243,DEL,HYD,1265
RT5244,STN,EIN,357
RT5245,MEX,MTY,713
RT5246,GIG,BSB,913
RT5247,BCN,RTM,1198
RT5248,SKG,KBP,1253
RT5249,CLE,ATL,893
RT5250,MRS,NCL,1382
RT5251,LYS,WAW,1358
RT5252,HEL,MSQ,738
RT5253,ATL,PHL,1071
RT5254,OTP,CTA,1214
RT5255,VTE,HAN,493
RT5256,WAW,ORY,1367
RT5257,SOF,FCO,924
RT5258,IND,BOS,1313
RT5259,PDX,LAS,1227
RT5260,TLS,LIS,1029
RT5261,MSQ,DME,657
RT5262,CGN,WAW,965
RT5263,FRA,TXL,431
RT5264,LIN,STN,975
RT5265,MCI,DFW,741
RT5266,STL,MSY,973
RT5267,LTN,FCO,1470
RT5268,VIE,NAP,823
RT5269,BLQ,MAN,1389
RT5270,IAD,MCI,1486
RT5271,TIJ,SJC,700
RT5272,MSY,CUN,1051
RT5273,SAN,SJC,671
RT5274,TPA,KIN,1261
RT5275,HND,GMP,1180
RT5276,ORY,LPL,628
RT5277,LJU,VNO,1206
RT5278,LHR,ZRH,788
RT5279,OTP,LJU,925
RT5280,GVA,DUB,1191
RT5281,ZRH,HAM,693
RT5282,VIE,TIA,784
RT5283,CUN,MEX,1284
RT5284,NCE,WAW,1389
RT5285,SAN,RNO,787
RT5286,SJC,PDX,916
RT5287,PMI,ZRH,995
RT5288,SJJ,ZRH,859
RT5289,CDG,ALG,1370
RT5290,SZG,BSL,410
RT5291,MSQ,SKP,1407
RT5292,BOI,LAS,836
RT5293,BGY,VCE,206
RT5294,DCA,JFK,342
RT5295,OPO,MRS,1166
RT5296,STN,BGY,977
RT5297,BOS,PHL,449
RT5298,STN,LTN,41
RT5299,CPH,LED,1140
RT5300,ELP,DFW,885
RT5301,RTM,CGN,223
RT5302,VNO,SZG,1141
RT5303,ATH,VIE,1279
RT5304,PRG,MSQ,1030
RT5305,ZAG,RIX,1356
RT5306,FRA,BEG,1055
RT5307,VCE,CTA,921
RT5308,ZAG,MXP,570
RT5309,PRG,WAW,521
RT5310,NTE,LJU,1227
RT5311,OSL,BHX,1165
RT5312,RTM,TXL,605
RT5313,FAO,MAD,543
RT5314,BEG,CPH,1316
RT5315,ABQ,SMF,1391
RT5316,MUC,VIE,355
RT5317,CMN,BOD,1404
RT5318,MRS,EIN,891
RT5319,WUH,FOC,758
RT5320,LYS,MUC,585
RT5321,LPL,OPO,1413
RT5322,DUB,ORY,796
RT5323,CLT,TPA,818
RT5324,CLE,LGA,671
RT5325,BLQ,NTE,1039
RT5326,CVG,EWR,912
RT5327,GEG,SFO,1179
RT5328,PDX,PSP,1406
RT5329,FCO,HAM,1326
RT5330,SKG,MUC,1241
RT5331,BUD,ATH,1123
RT5332,SZG,ATH,1410
RT5333,BWI,PHL,144
RT5334,WAW,MSQ,509
RT5335,BSB,SSA,1083
RT5336,LIN,BHX,1118
RT5337,LHR,GLA,554
RT5338,YYZ,JFK,588
RT5339,BRS,ORY,467
RT5340,NTE,EIN,695
RT5341,IND,BWI,828
RT5342,MSQ,SVO,642
RT5343,OTP,SOF,299
RT5344,SOF,ATH,531
RT5345,LGW,AMS,364
RT5346,RGN,PBH,1355
RT5347,LGW,ZAG,1337
RT5348,CAI,AMM,472
RT5349,KRK,CGN,897
RT5350,LHR,BFS,522
RT5351,BHX,VIE,1383
RT5352,CDG,SJJ,1336
RT5353,MXP,VLC,1016
RT5354,OSL,VIE,1388
RT5355,VLC,MXP,1016
RT5356,BRS,BGY,1111
RT5357,SKP,ZRH,1197
RT5358,KRK,ATH,1389
RT5359,TLL,DME,898
RT5360,BUD,MUC,565
RT5361,HAM,CDG,728
RT5362,WAW,LYS,1358
RT5363,GIG,ASU,1473
RT5364,KBP,MUC,1397
RT5365,BUD,SZG,470
RT5366,STR,BRU,419
RT5367,AMS,LYS,732
RT5368,WAW,SAW,1403
RT5369,BKK,HAN,993
RT5370,MCO,CLE,1444
RT5371,ORY,MRS,627
RT5372,BWI,BOS,593
RT5373,SEA,SJC,1122
RT5374,YYZ,EWR,558
RT5375,MCI,AUS,1047
RT5376,CLE,ORD,506
RT5377,NAS,MIA,295
RT5378,LGW,PRG,1023
RT5379,EDI,BHX,402
RT5380,SZX,TPE,802
RT5381,LJU,PMI,1206
RT5382,DUS,LGW,483
RT5383,NAP,NTE,1446
RT5384,BLQ,LTN,1185
RT5385,NTE,BGY,882
RT5386,SZG,FCO,669
RT5387,ORY,TLS,571
RT5388,SLC,ELP,1117
RT5389,TLS,MUC,960
RT5390,TIA,BLQ,768
RT5391,DUB,AMS,750
RT5392,BUR,SMF,577
RT5393,TXL,LJU,709
RT5394,GMP,VVO,791
RT5395,DCA,EWR,318
RT5396,BSL,CDG,400
RT5397,DOH,KWI,567
RT5398,PRG,AMS,704
RT5399,PRG,NTE,1208
RT5400,ZRH,GVA,230
RT5401,DMK,SIN,1444
RT5402,CGN,BRS,690
RT5403,MRS,AMS,987
RT5404,VLC,ZRH,1145
RT5405,SEA,SMF,975
RT5406,BOD,AGP,960
RT5407,BEG,BSL,1029
RT5408,LYS,LTN,791
RT5409,KIN,BOG,1499
RT5410,CDG,BUD,1247
RT5411,BHX,AMS,442
RT5412,BSL,SJJ,936
RT5413,REP,SZX,1472
RT5414,NAS,MSY,1375
RT5415,ICN,HGH,976
RT5416,LGW,VIE,1249
RT5417,FCO,ZRH,693
RT5418,BUD,BLQ,694
RT5419,ICN,SHA,839
RT5420,ZAG,MSQ,1244
RT5421,MAD,NTE,756
RT5422,ABQ,PHX,527
RT5423,TLS,EIN,919
RT5424,OTP,SOF,299
RT5425,HAM,LTN,723
RT5426,VIE,WAW,548
RT5427,BOM,BLR,834
RT5428,BLQ,WAW,1107
RT5429,ORD,BWI,998
RT5430,FRA,KRK,800
RT5431,JFK,IND,1067
RT5432,BSL,BER,681
RT5433,LTN,LHR,45
RT5434,VCE,KBP,1477
RT5435,ZRH,AMS,603
RT5436,EDI,LIN,1463
RT5437,MSQ,ZAG,1244
RT5438,DAC,KTM,661
RT5439,MXP,LJU,447
RT5440,ZRH,ZAG,604
RT5441,DEN,AUS,1248
RT5442,LIN,NAP,649
RT5443,BEG,KRK,586
RT5444,SOF,OTP,299
RT5445,BOS,JFK,299
RT5446,PKX,HGH,1094
RT5447,BNA,EWR,1200
RT5448,ATH,BUD,1123
RT5449,RDU,IND,785
RT5450,HND,KIX,431
RT5451,HBA,MEL,617
RT5452,LYS,EIN,636
RT5453,IND,EWR,1034
RT5454,MAN,CGN,699
RT5455,PRG,MAN,1191
RT5456,ATL,BNA,344
RT5457,PHL,STL,1305
RT5458,LTN,PRG,1040
RT5459,HKG,FOC,708
RT5460,HER,OTP,1029
RT5461,GEG,LAS,1297
RT5462,KBP,VNO,609
RT5463,NCE,BUD,1025
RT5464,LTN,MUC,949
RT5465,DME,WAW,1166
RT5466,BRU,NCE,830
RT5467,TLL,SVO,838
RT5468,WAW,BEG,818
RT5469,FCO,TXL,1198
RT5470,MRS,ZRH,517
RT5471,BEG,VIE,464
RT5472,DUS,ORY,424
RT5473,STL,CLE,781
RT5474,BFS,BER,1323
RT5475,PMI,NAP,991
RT5476,MAN,LYS,999
RT5477,LJU,BUD,389
RT5478,VNO,ZRH,1410
RT5479,RTM,BUD,1175
RT5480,SAW,OTP,485
RT5481,BRU,ALC,1457
RT5482,ONT,SLC,897
RT5483,TLS,TXL,1327
RT5484,HGH,KWL,1164
RT5485,MSY,AUS,713
RT5486,CGO,SZX,1321
RT5487,BLQ,SOF,996
RT5488,ITO,OGG,194
RT5489,TXL,TIA,1330
RT5490,PDX,ONT,1350
RT5491,IST,BLQ,1464
RT5492,EDI,ZRH,1247
RT5493,OTP,SVO,1497
RT5494,CTU,XIY,622
RT5495,BOD,BFS,1161
RT5496,SZX,CTU,1318
RT5497,BLQ,ALC,1206
RT5498,CTU,CSX,936
RT5499,GVA,TXL,873
RT5500,STN,GLA,538
RT5501,ICN,PVG,820
RT5502,TPA,CLT,818
RT5503,SKG,BEG,525
RT5504,BUD,EIN,1096
RT5505,GEG,PDX,447
RT5506,CPH,AMS,633
RT5507,AGP,MRS,1115
RT5508,OSL,BRS,1301
RT5509,BRU,PMI,1269
RT5510,VIE,WAW,548
RT5511,BNA,STL,436
RT5512,EIN,RIX,1348
RT5513,OTP,VNO,1120
RT5514,BSL,GLA,1232
RT5515,DEN,GEG,1343
RT5516,ATH,VIE,1279
RT5517,LHR,BOD,738
RT5518,TLS,LYS,375
RT5519,NTE,ZRH,766
RT5520,WLG,AKL,480
RT5521,AMS,MXP,796
RT5522,WAW,SZG,747
RT5523,FRA,EIN,273
RT5524,VIE,SJJ,495
RT5525,MXP,SKP,1111
RT5526,PVG,CGO,827
RT5527,IST,FCO,1373
RT5528,NCL,OSL,950
RT5529,LAS,OAK,654
RT5530,TLV,TBS,1398
RT5531,OSL,STN,1141
RT5532,WAW,CPH,665
RT5533,SAN,BUR,195
RT5534,ORD,DEN,1426
RT5535,LIS,OPO,277
RT5536,NCE,ZAG,736
RT5537,ABQ,IAH,1196
RT5538,PRG,BCN,1357
RT5539,LIN,BUD,795
RT5540,MSQ,OSL,1235
RT5541,TLS,LPL,1122
RT5542,SOF,BUD,619
RT5543,FCO,OTP,1162
RT5544,ZAG,KBP,1212
RT5545,LIN,LHR,980
RT5546,BNA,TPA,986
RT5547,VNO,TLL,532
RT5548,OTP,WAW,924
RT5549,MSQ,WAW,509
RT5550,ZAG,LIN,529
RT5551,MXP,MAN,1167
RT5552,PIT,MCI,1241
RT5553,VCE,AMS,936
RT5554,KBP,TXL,1241
RT5555,SKG,VIE,984
RT5556,PHL,RDU,542
RT5557,ZRH,EDI,1247
RT5558,BUD,MRS,1180
RT5559,STR,PRG,396
RT5560,MUC,ORY,694
RT5561,SOF,ZAG,675
RT5562,VIE,STN,1237
RT5563,RTM,STR,497
RT5564,BGY,MRS,434
RT5565,SYD,ADL,1164
RT5566,WAW,SZG,747
RT5567,CLE,JFK,682
RT5568,CTA,FCO,539
RT5569,DUS,LPL,691
RT5570,BER,BFS,1323
RT5571,SKG,LJU,934
RT5572,ORY,PRG,872
RT5573,DEN,MSP,1092
RT5574,LIN,NCL,1318
RT5575,VLC,ORY,1051
RT5576,MAN,NCE,1281
RT5577,RTM,CDG,353
RT5578,CTA,IST,1248
RT5579,CLT,MCO,755
RT5580,SMF,SAN,772
RT5581,CLE,YYZ,310
RT5582,VNO,DUS,1290
RT5583,MCI,MSP,633
RT5584,TPA,ATL,655
RT5585,BRU,PRG,696
RT5586,GVA,MRS,319
RT5587,XIY,CTU,622
RT5588,TLS,FCO,910
RT5589,OGG,ITO,194
RT5590,ZAG,NCE,736
RT5591,HAN,CAN,808
RT5592,LHR,ALC,1466
RT5593,ARN,LGW,1474
RT5594,CKG,WUH,736
RT5595,LYS,KRK,1195
RT5596,MUC,LTN,949
RT5597,MCO,IAD,1222
RT5598,AMS,NCL,522
RT5599,SJJ,AMS,1376
RT5600,CDG,BLQ,830
RT5601,VNO,AMS,1377
RT5602,LYS,HAM,946
RT5603,BRS,GLA,511
RT5604,RTM,BEG,1410
RT5605,ZAG,VIE,265
RT5606,DUB,PRG,1454
RT5607,LJU,BLQ,310
RT5608,CGN,MAN,699
RT5609,LTN,BCN,1190
RT5610,SKP,MSQ,1407
RT5611,SZG,BOD,1102
RT5612,STR,CDG,489
RT5613,BHX,ZAG,1490
RT5614,RDU,CLT,208
RT5615,NCE,FCO,459
RT5616,EIN,NTE,695
RT5617,SKP,TXL,1333
RT5618,PRG,CTA,1406
RT5619,LIN,BCN,741
RT5620,FRA,DUS,188
RT5621,PRG,MUC,264
RT5622,STL,EWR,1399
RT5623,CDG,CPH,1004
RT5624,LHR,TLS,882
RT5625,SZG,LGW,1021
RT5626,TLL,ARN,390
RT5627,MSQ,MUC,1285
RT5628,FRA,PRG,406
RT5629,SKG,HER,607
RT5630,BOS,CLE,902
RT5631,CDG,BCN,858
RT5632,EIN,CPH,667
RT5633,SVO,WAW,1150
RT5634,BUD,BEG,302
RT5635,VLC,MAD,285
RT5636,ZAG,LGW,1337
RT5637,EDI,MXP,1423
RT5638,ORY,TXL,878
RT5639,KOA,LIH,423
RT5640,VIE,LPL,1479
RT5641,SOF,NCE,1315
RT5642,LJU,MXP,447
RT5643,ZAG,BHX,1490
RT5644,AGP,NCE,1260
RT5645,VLC,CTA,1370
RT5646,TFS,LIS,1377
RT5647,TXL,HEL,1118
RT5648,CTA,PMI,1096
RT5649,LTN,CDG,379
RT5650,WAW,ZRH,1031
RT5651,TXL,ZRH,660
RT5652,GLA,AMS,718
RT5653,LPL,MRS,1249
RT5654,ALC,LYS,949
RT5655,ARN,TLL,390
RT5656,CSX,XIY,814
RT5657,TIJ,PHX,473
RT5658,HBA,ADL,1170
RT5659,RTM,DUS,177
RT5660,ARN,BRU,1287
RT5661,SAW,AMM,1182
RT5662,YYZ,IND,707
RT5663,ZRH,TIA,1110
RT5664,VTE,DMK,499
RT5665,KIX,PVG,1306
RT5666,VIE,FRA,621
RT5667,KMG,CKG,630
RT5668,KTM,HYD,1362
RT5669,PHL,TPA,1482
RT5670,IST,CTA,1248
RT5671,NCE,HAM,1126
RT5672,WUH,HGH,599
RT5673,SJJ,KBP,1193
RT5674,VLC,TLS,485
RT5675,NCE,STR,579
RT5676,FRA,BOD,905
RT5677,CPH,NCL,908
RT5678,IAH,CVG,1402
RT5679,TIA,OTP,625
RT5680,CLT,MSY,1047
RT5681,OTP,ZAG,795
RT5682,MTY,DFW,845
RT5683,FRA,BLQ,645
RT5684,TLS,BCN,265
RT5685,SOF,BLQ,996
RT5686,STR,LJU,479
RT5687,BOI,OAK,823
RT5688,TIA,PRG,1053
RT5689,AMS,BGY,820
RT5690,BOI,GEG,462
RT5691,SOF,LIN,1168
RT5692,SAN,LAS,416
RT5693,BLQ,VLC,1121
RT5694,BHX,BOD,851
RT5695,BSL,EDI,1191
RT5696,CPH,RIX,712
RT5697,ZAG,RTM,1094
RT5698,DFW,DEN,1031
RT5699,SAT,MTY,447
RT5700,PRG,SJJ,762
RT5701,FAO,NCE,1480
RT5702,BUR,BOI,1057
RT5703,PMI,GVA,792
RT5704,SAT,ABQ,979
RT5705,CGN,CPH,642
RT5706,TUS,SLC,968
RT5707,RGN,DAC,975
RT5708,OTP,TIA,625
RT5709,FRA,VLC,1370
RT5710,SKP,HER,798
RT5711,ORD,BOS,1390
RT5712,BOI,PSP,1082
RT5713,LGW,FCO,1405
RT5714,IND,IAD,764
RT5715,FRA,CDG,448
RT5716,DCA,PHL,191
RT5717,VCE,ATH,1276
RT5718,DUS,HAM,339
RT5719,LYS,BRS,850
RT5720,WAW,HAM,753
RT5721,BOD,BRU,778
RT5722,AUS,GDL,1215
RT5723,MXP,ORY,591
RT5724,ARN,DUS,1162
RT5725,TUS,ABQ,516
RT5726,LYS,FRA,545
RT5727,LGA,CMH,768
RT5728,HGH,PVG,166
RT5729,CUN,AUS,1484
RT5730,PRG,ZAG,502
RT5731,YYZ,CLE,310
RT5732,MXP,BEG,910
RT5733,BEY,ATH,1134
RT5734,BUD,HER,1431
RT5735,RUH,AMM,1288
RT5736,LGA,PIT,537
RT5737,MAN,SZG,1239
RT5738,RTM,BRU,117
RT5739,CMH,MCI,1014
RT5740,RIX,BRU,1434
RT5741,BEG,OTP,457
RT5742,OTP,BER,1266
RT5743,VCE,VLC,1244
RT5744,TLS,BOD,212
RT5745,WUH,XIY,653
RT5746,EIN,BFS,851
RT5747,CTA,MXP,1049
RT5748,CTA,MUC,1239
RT5749,WAW,LIN,1133
RT5750,MAD,TLS,535
RT5751,MSQ,OTP,1044
RT5752,CUN,ATL,1422
RT5753,BCN,CDG,858
RT5754,NCE,OPO,1329
RT5755,BOM,DEL,1137
RT5756,DME,TLL,898
RT5757,SNA,SMF,650
RT5758,SOF,BER,1304
RT5759,WAW,NCE,1389
RT5760,RIX,MUC,1254
RT5761,ABQ,MCI,1154
RT5762,WUH,SZX,906
RT5763,STN,ARN,1395
RT5764,DME,HEL,937
RT5765,MUC,FRA,299
RT5766,NAP,DUS,1292
RT5767,MAN,MAD,1432
RT5768,BSL,BHX,854
RT5769,RIX,ARN,465
RT5770,VIE,TLL,1366
RT5771,MAN,TLS,1113
RT5772,MUC,BFS,1423
RT5773,EIN,PRG,642
RT5774,TXL,DUS,468
RT5775,KRK,EIN,1023
